AttributeDescription,AttributeId,CalendarYear,CommodityCode,CommodityDescription,CountryCode,CountryName,MarketYear,Month,UnitDescription,UnitId,Value
Consumption Change,203,,0113000,"Meat, Swine                   ",NZ,New Zealand                   ,2019,10,(PERCENT)           ,23,-1.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",NZ,New Zealand                   ,2019,10,(PERCENT)           ,23,63.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",NZ,New Zealand                   ,2019,10,(PERCENT)           ,23,2.0
Population,211,,0113000,"Meat, Swine                   ",NZ,New Zealand                   ,2019,10,(PEOPLE)            ,41,4580406.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",NZ,New Zealand                   ,2019,10,(KG)                ,14,23.6
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 HEAD)         ,5,0.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,42.0
Total Imports,57,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,27.0
Total Supply,86,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,69.0
Total Exports,88,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,69.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,69.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,69.0
Balance,198,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(1000 MT CWE)       ,7,0.0
Production Change,204,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PERCENT)           ,23,0.0
Import Change,201,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PERCENT)           ,23,23.0
Export Change,202,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PERCENT)           ,23,0.0
Consumption Change,203,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PERCENT)           ,23,8.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PERCENT)           ,23,39.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PERCENT)           ,23,0.0
Population,211,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(PEOPLE)            ,41,3847647.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",PN,Panama                        ,2019,10,(KG)                ,14,17.9
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 HEAD)         ,5,5550.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,323.0
Total Imports,57,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,35.0
Total Supply,86,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,358.0
Total Exports,88,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,18.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,340.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,340.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,358.0
Balance,198,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(1000 MT CWE)       ,7,58.2
Production Change,204,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PERCENT)           ,23,2.0
Import Change,201,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PERCENT)           ,23,-20.0
Export Change,202,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PERCENT)           ,23,29.0
Consumption Change,203,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PERCENT)           ,23,-2.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PERCENT)           ,23,10.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PERCENT)           ,23,6.0
Population,211,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(PEOPLE)            ,41,7045162.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",RB,Serbia                        ,2019,10,(KG)                ,14,48.3
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 HEAD)         ,5,0.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,1675.0
Total Imports,57,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,265.0
Total Supply,86,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,1940.0
Total Exports,88,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,1.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,1939.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,1939.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,1940.0
Balance,198,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(1000 MT CWE)       ,7,0.0
Production Change,204,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PERCENT)           ,23,5.0
Import Change,201,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PERCENT)           ,23,-7.0
Export Change,202,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PERCENT)           ,23,0.0
Consumption Change,203,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PERCENT)           ,23,3.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PERCENT)           ,23,14.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PERCENT)           ,23,0.0
Population,211,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(PEOPLE)            ,41,107535277.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",RP,Philippines                   ,2019,10,(KG)                ,14,18.0
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 HEAD)         ,5,43400.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,3240.0
Total Imports,57,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,130.0
Total Supply,86,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,3370.0
Total Exports,88,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,60.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,3310.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,3310.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,3370.0
Balance,198,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(1000 MT CWE)       ,7,74.7
Production Change,204,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PERCENT)           ,23,3.0
Import Change,201,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PERCENT)           ,23,49.0
Export Change,202,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PERCENT)           ,23,33.0
Consumption Change,203,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PERCENT)           ,23,4.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PERCENT)           ,23,4.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PERCENT)           ,23,2.0
Population,211,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(PEOPLE)            ,41,141944641.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",RS,Russia                        ,2019,10,(KG)                ,14,23.3
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 HEAD)         ,5,3200.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,260.0
Total Imports,57,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,38.0
Total Supply,86,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,298.0
Total Exports,88,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,17.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,281.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,281.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,298.0
Balance,198,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(1000 MT CWE)       ,7,81.3
Production Change,204,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PERCENT)           ,23,5.0
Import Change,201,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PERCENT)           ,23,-16.0
Export Change,202,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PERCENT)           ,23,0.0
Consumption Change,203,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PERCENT)           ,23,2.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PERCENT)           ,23,14.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PERCENT)           ,23,7.0
Population,211,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(PEOPLE)            ,41,55918443.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",SF,South Africa                  ,2019,10,(KG)                ,14,5.0
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 HEAD)         ,5,0.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,21.0
Total Imports,57,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,123.0
Total Supply,86,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,144.0
Total Exports,88,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,2.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,142.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,142.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,144.0
Balance,198,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(1000 MT CWE)       ,7,0.0
Production Change,204,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PERCENT)           ,23,0.0
Import Change,201,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PERCENT)           ,23,-2.0
Export Change,202,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PERCENT)           ,23,0.0
Consumption Change,203,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PERCENT)           ,23,-1.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PERCENT)           ,23,87.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PERCENT)           ,23,10.0
Population,211,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(PEOPLE)            ,41,6102937.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",SN,Singapore                     ,2019,10,(KG)                ,14,23.3
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 HEAD)         ,5,0.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,830.0
Total Imports,57,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,107.0
Total Supply,86,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,937.0
Total Exports,88,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,2.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,935.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,935.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,937.0
Balance,198,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(1000 MT CWE)       ,7,0.0
Production Change,204,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PERCENT)           ,23,0.0
Import Change,201,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PERCENT)           ,23,-2.0
Export Change,202,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PERCENT)           ,23,0.0
Consumption Change,203,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PERCENT)           ,23,0.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PERCENT)           ,23,11.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PERCENT)           ,23,0.0
Population,211,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(PEOPLE)            ,41,23577456.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",TW,Taiwan                        ,2019,10,(KG)                ,14,39.7
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 HEAD)         ,5,8220.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,720.0
Total Imports,57,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,30.0
Total Supply,86,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,750.0
Total Exports,88,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,1.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,749.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,749.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,750.0
Balance,198,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(1000 MT CWE)       ,7,87.6
Production Change,204,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PERCENT)           ,23,-2.0
Import Change,201,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PERCENT)           ,23,-23.0
Export Change,202,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PERCENT)           ,23,-50.0
Consumption Change,203,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PERCENT)           ,23,-3.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PERCENT)           ,23,4.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PERCENT)           ,23,0.0
Population,211,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(PEOPLE)            ,41,43964969.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",UP,Ukraine                       ,2019,10,(KG)                ,14,17.0
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 HEAD)         ,5,129637.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,254.0
Production,28,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,12516.0
Total Imports,57,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,434.0
Total Supply,86,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,13204.0
Total Exports,88,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,2985.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,9951.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,9951.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,268.0
Total Distribution,178,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,13204.0
Balance,198,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,14.0
Weights,210,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(1000 MT CWE)       ,7,96.5
Production Change,204,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PERCENT)           ,23,5.0
Import Change,201,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PERCENT)           ,23,-8.0
Export Change,202,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PERCENT)           ,23,12.0
Consumption Change,203,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PERCENT)           ,23,2.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PERCENT)           ,23,4.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PERCENT)           ,23,24.0
Population,211,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(PEOPLE)            ,41,330049592.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",US,United States                 ,2019,10,(KG)                ,14,30.2
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 HEAD)         ,5,0.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,12.0
Total Imports,57,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,54.0
Total Supply,86,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,66.0
Total Exports,88,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Human Dom. Consumption,139,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,66.0
"Other Use, Losses",152,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Total Dom. Consumption,125,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,66.0
Ending Stocks,176,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Total Distribution,178,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,66.0
Balance,198,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Inventory Balance,199,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Weights,210,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(1000 MT CWE)       ,7,0.0
Production Change,204,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PERCENT)           ,23,-8.0
Import Change,201,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PERCENT)           ,23,8.0
Export Change,202,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PERCENT)           ,23,0.0
Consumption Change,203,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PERCENT)           ,23,5.0
Imports Percent Consumption,214,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PERCENT)           ,23,82.0
Exports Percent Production,215,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PERCENT)           ,23,0.0
Population,211,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(PEOPLE)            ,41,3378471.0
Per Capita Consumption,212,,0113000,"Meat, Swine                   ",UY,Uruguay                       ,2019,10,(KG)                ,14,19.5
Slaughter (Reference),116,,0113000,"Meat, Swine                   ",VM,Vietnam                       ,2019,10,(1000 HEAD)         ,5,0.0
Beginning Stocks,20,,0113000,"Meat, Swine                   ",VM,Vietnam                       ,2019,10,(1000 MT CWE)       ,7,0.0
Production,28,,0113000,"Meat, Swine                   ",VM,Vietnam                       ,2019,10,(1000 MT CWE)       ,7,2400.0
Total Imports,57,,0113000,"Meat, Swine                   ",VM,Vietnam                       ,2019,10,(1000 MT CWE)       ,7,50.0
Total Supply,86,,0113000,"Meat, Swine                   ",VM,Vietnam                       ,2019,10,(1000 MT CWE)       ,7,2450.0
Total Exports,88,,0113000,"Meat, Swine                   ",VM,Vietnam                       ,2019,10,(1000 MT CWE)       ,7,15.0
